,index,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AgeHome,YrsSinceRemodel,Num_Bathrms_AbvGrd,Num_Bathrms_Bsmt,log_SalePrice,hasBsmt,hasGarage
658,665,666,60,RL,106.0,11194,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1406,1406,GasA,Ex,Y,SBrkr,1454,482,0,1936,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,504,TA,TA,Y,188,124,0,0,0,0,NoPool,NoFence,None,0,11,2006,WD,Normal,230500,6,6,3,0,12.348006141418841,Basement,Garage
659,666,667,60,RL,73.0,18450,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,Rec,723,111,1021,GasA,TA,Y,SBrkr,1465,915,0,2380,3,1,TA,7,Sev,1,Po,CarPort,Unf,2,596,TA,TA,Y,0,265,0,0,0,0,NoPool,NoFence,None,0,8,2007,WD,Abnorml,129000,42,28,3,0,11.76756768334381,Basement,Garage
660,667,668,20,RL,65.0,8125,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,258.0,TA,TA,PConc,Gd,TA,No,GLQ,1138,Unf,0,270,1408,GasA,Ex,Y,SBrkr,1679,0,0,1679,3,1,Gd,7,Typ,1,Fa,Attchd,RFn,2,575,TA,TA,Y,224,42,0,0,0,0,NoPool,NoFence,None,0,10,2008,WD,Normal,193500,14,10,2,1,12.173032791451973,Basement,Garage
661,668,669,20,RL,71.0,14175,Pave,NoAlley,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,CemntBd,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,988,Unf,0,200,1188,GasA,Gd,Y,SBrkr,1437,0,0,1437,3,1,TA,6,Min2,1,TA,Detchd,Unf,2,576,TA,TA,Y,304,0,0,0,0,0,NoPool,NoFence,None,0,11,2006,WD,Normal,168000,50,19,2,1,12.031719258385396,Basement,Garage
662,669,670,30,RL,80.0,11600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,700,700,GasA,Ex,Y,SBrkr,1180,0,0,1180,2,1,Fa,5,Typ,1,Gd,Detchd,Unf,1,252,TA,Fa,Y,0,0,67,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,137500,84,56,1,0,11.831379196088763,Basement,Garage
663,670,671,60,RL,64.0,8633,Pave,NoAlley,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,Fin,2,540,TA,TA,Y,100,35,0,0,0,0,NoPool,NoFence,None,0,2,2009,WD,Normal,173500,4,4,3,1,12.063932878369052,Basement,Garage
664,671,672,70,RH,54.0,6629,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,551,Unf,0,121,672,GasA,TA,N,SBrkr,697,672,0,1369,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,300,TA,TA,Y,147,0,0,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Normal,103600,84,59,2,1,11.54829260880752,Basement,Garage
665,672,673,20,RL,68.0,11250,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,767,Unf,0,441,1208,GasA,TA,Y,SBrkr,1208,0,0,1208,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,546,TA,TA,Y,198,42,0,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,165000,29,29,2,1,12.013700752882718,Basement,Garage
666,673,674,20,RL,110.0,14442,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,CemntBd,CmentBd,BrkFace,106.0,TA,TA,PConc,TA,TA,No,GLQ,1186,Unf,0,291,1477,GasA,Ex,Y,SBrkr,1839,0,0,1839,3,1,Gd,7,Typ,2,TA,Attchd,Fin,2,416,TA,TA,Y,0,87,0,0,200,0,NoPool,NoFence,None,0,6,2007,WD,Normal,257500,50,3,2,1,12.458774999085929,Basement,Garage
667,674,675,20,RL,80.0,9200,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,892,Unf,0,244,1136,GasA,TA,Y,SBrkr,1136,0,0,1136,3,1,TA,5,Typ,1,Gd,Attchd,RFn,1,384,TA,TA,Y,426,0,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,140000,43,43,1,1,11.84939770159144,Basement,Garage
668,675,676,160,RL,24.0,2289,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311,Unf,0,544,855,GasA,TA,Y,SBrkr,855,586,0,1441,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,TA,Y,28,0,0,0,0,0,NoPool,NoFence,None,0,4,2009,WD,Normal,148500,31,31,3,0,11.908340237224891,Basement,Garage
669,676,677,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1095,1095,GasW,Fa,N,SBrkr,1095,679,0,1774,4,2,TA,8,Min2,0,NoFirePlace,2Types,Unf,3,779,Fa,Fa,N,0,0,90,0,0,0,NoPool,NoFence,None,0,5,2006,WD,Normal,87000,106,56,2,1,11.37366339763672,Basement,Garage
670,677,678,30,RL,52.0,9022,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,768,768,GasA,Ex,Y,SBrkr,792,0,0,792,2,1,Gd,5,Typ,0,NoFirePlace,Detchd,Unf,1,240,Fa,Fa,N,316,0,120,0,0,0,NoPool,NoFence,None,0,5,2009,WD,Normal,109500,85,3,1,0,11.603679828238693,Basement,Garage
671,678,679,20,RL,80.0,11844,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,464.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0,Unf,0,2046,2046,GasA,Ex,Y,SBrkr,2046,0,0,2046,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,834,TA,TA,Y,322,82,0,0,0,0,NoPool,NoFence,None,0,7,2009,New,Partial,372500,1,1,3,0,12.827992316801751,Basement,Garage
672,679,680,20,RL,71.0,9945,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,TA,TA,CBlock,TA,TA,No,Rec,827,Unf,0,161,988,GasA,TA,Y,SBrkr,988,0,0,988,3,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,2,572,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,10,2007,WD,Normal,128500,46,46,1,1,11.763684183317412,Basement,Garage
673,680,681,120,RL,50.0,8012,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,543,BLQ,119,261,923,GasA,TA,Y,SBrkr,923,0,0,923,2,1,TA,5,Typ,1,TA,Attchd,RFn,1,264,TA,TA,Y,80,0,0,0,0,0,NoPool,NoFence,None,0,5,2010,WD,Normal,143000,30,30,2,0,11.870599909242044,Basement,Garage
674,681,682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,GasA,Ex,Y,SBrkr,848,672,0,1520,3,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,281,TA,TA,Y,0,0,56,0,0,0,NoPool,NoFence,None,0,7,2009,WD,Abnorml,159434,77,9,1,0,11.979385322467598,Basement,Garage
675,682,683,120,RL,80.0,2887,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,1003,Unf,0,288,1291,GasA,Ex,Y,SBrkr,1291,0,0,1291,2,1,Gd,6,Typ,1,Gd,Attchd,Unf,2,431,TA,TA,Y,307,0,0,0,0,0,NoPool,NoFence,None,0,11,2008,WD,Normal,173000,12,11,1,1,12.061046873479915,Basement,Garage
676,683,684,20,RL,90.0,11248,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,215.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1059,Unf,0,567,1626,GasA,Ex,Y,SBrkr,1668,0,0,1668,3,1,Gd,7,Typ,1,TA,Attchd,Fin,3,702,TA,TA,Y,257,45,0,0,0,0,NoPool,NoFence,None,0,7,2007,WD,Normal,285000,5,5,2,1,12.560244459250788,Basement,Garage
677,684,685,60,RL,58.0,16770,Pave,NoAlley,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1195,1195,GasA,Gd,Y,SBrkr,1195,644,0,1839,4,1,TA,7,Typ,0,NoFirePlace,Attchd,Fin,2,486,TA,TA,Y,0,81,0,0,0,0,NoPool,NoFence,None,0,6,2010,WD,Normal,221000,12,12,3,0,12.30591798049989,Basement,Garage
678,685,686,160,RL,61.5,5062,Pave,NoAlley,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,Gd,TA,Mn,GLQ,828,LwQ,182,180,1190,GasA,Gd,Y,SBrkr,1190,900,0,2090,3,1,Gd,6,Min1,1,TA,Attchd,Fin,2,577,TA,TA,Y,219,0,0,0,0,0,NoPool,NoFence,None,0,9,2007,WD,Normal,207500,23,23,2,1,12.24288661865289,Basement,Garage
679,686,687,60,FV,84.0,10207,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,874,874,GasA,Ex,Y,SBrkr,874,887,0,1761,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,Fin,2,578,TA,TA,Y,144,105,0,0,0,0,NoPool,NoFence,None,0,8,2007,New,Partial,227875,0,0,3,0,12.336552511980964,Basement,Garage
680,687,688,160,FV,73.5,5105,Pave,NoAlley,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,239,Unf,0,312,551,GasA,Ex,Y,SBrkr,551,551,0,1102,2,1,Gd,4,Typ,0,NoFirePlace,Detchd,Unf,2,480,TA,TA,Y,0,60,0,0,0,0,NoPool,NoFence,None,0,3,2007,WD,Normal,148800,3,3,3,0,11.910358401381128,Basement,Garage
681,688,689,20,RL,60.0,8089,Pave,NoAlley,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,945,Unf,0,474,1419,GasA,Ex,Y,SBrkr,1419,0,0,1419,2,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,567,TA,TA,Y,140,0,0,0,0,0,NoPool,NoFence,None,0,10,2007,New,Partial,392000,0,0,2,1,12.8790171187726,Basement,Garage
682,689,690,120,RL,61.0,7577,Pave,NoAlley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,Av,ALQ,20,Unf,0,1342,1362,GasA,Ex,Y,SBrkr,1362,0,0,1362,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,460,TA,TA,Y,192,28,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,194700,2,1,2,0,12.17921519136029,Basement,Garage
683,690,691,120,RM,70.0,4426,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,147.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,697,Unf,0,151,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,1,Gd,3,Typ,1,TA,Attchd,RFn,2,420,TA,TA,Y,149,0,0,0,0,0,NoPool,NoFence,None,0,5,2008,WD,Normal,141000,4,4,1,1,11.856515169360305,Basement,Garage
684,692,693,60,RL,42.0,26178,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,293.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,965,Unf,0,245,1210,GasA,Ex,Y,SBrkr,1238,1281,0,2519,4,1,Gd,9,Typ,2,Gd,Attchd,RFn,2,628,TA,TA,Y,320,27,0,0,0,0,NoPool,NoFence,None,0,4,2006,WD,Normal,335000,17,16,3,1,12.721885810807203,Basement,Garage
685,693,694,30,RL,60.0,5400,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1073,1073,GasA,Ex,Y,SBrkr,1073,0,0,1073,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,326,TA,TA,Y,0,0,112,0,0,0,NoPool,NoFence,None,0,12,2006,WD,Abnorml,108480,85,38,1,0,11.594321103174222,Basement,Garage
686,694,695,50,RM,51.0,6120,Pave,NoAlley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,927,927,GasA,TA,Y,SBrkr,1067,472,0,1539,3,1,TA,5,Typ,0,NoFirePlace,Detchd,Unf,2,576,TA,TA,Y,112,0,0,0,0,0,NoPool,MnPrv,None,0,4,2009,WD,Normal,141500,73,59,2,0,11.86005499606543,Basement,Garage
687,695,696,20,RL,54.0,13811,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,Gd,No,GLQ,980,LwQ,40,92,1112,GasA,Gd,Y,SBrkr,1137,0,0,1137,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,551,TA,TA,Y,125,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,WD,Normal,176000,19,19,2,1,12.078239274020289,Basement,Garage
688,696,697,30,RM,50.0,6000,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,616,Unf,0,0,616,GasA,Gd,Y,SBrkr,616,0,0,616,2,1,TA,4,Typ,0,NoFirePlace,Detchd,Unf,1,205,TA,TA,Y,0,0,129,0,0,0,NoPool,NoFence,None,0,6,2006,WD,Normal,89000,85,56,1,0,11.396391648714276,Basement,Garage
689,697,698,20,RL,57.0,6420,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Ex,Gd,Mn,LwQ,210,ALQ,551,219,980,GasA,Fa,Y,FuseA,1148,0,0,1148,2,1,TA,6,Typ,0,NoFirePlace,Detchd,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,9,2006,WD,Normal,123500,54,54,1,1,11.72399643505017,Basement,Garage
690,698,699,20,RL,65.0,8450,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,553,BLQ,117,224,894,GasA,Ex,Y,SBrkr,894,0,0,894,3,1,TA,5,Typ,1,Gd,Detchd,Unf,1,336,TA,TA,Y,416,144,0,0,0,0,NoPool,MnPrv,None,0,4,2010,WD,Normal,138500,45,1,1,1,11.83862560460953,Basement,Garage
691,699,700,120,FV,59.0,4282,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,16,Unf,0,1375,1391,GasA,Ex,Y,SBrkr,1391,0,0,1391,2,1,Gd,5,Typ,0,NoFirePlace,Attchd,RFn,2,530,TA,TA,Y,156,158,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,196000,4,4,2,0,12.185869938212655,Basement,Garage
692,700,701,20,RL,85.0,14331,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,630.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,526,1800,GasA,Ex,Y,SBrkr,1800,0,0,1800,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3,765,TA,TA,Y,270,78,0,0,0,0,NoPool,NoFence,None,0,5,2006,WD,Normal,312500,4,4,2,1,12.652359748158593,Basement,Garage
693,701,702,20,RL,80.0,9600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1164,1164,GasA,TA,Y,SBrkr,1164,0,0,1164,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2006,COD,Normal,140000,37,37,2,0,11.84939770159144,Basement,Garage
694,702,703,60,RL,82.0,12438,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,466.0,Ex,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1234,1234,GasA,Ex,Y,SBrkr,1264,1312,0,2576,4,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,666,TA,TA,Y,324,100,0,0,0,0,NoPool,NoFence,None,0,7,2006,New,Partial,361919,0,0,3,0,12.799175708864519,Basement,Garage
695,703,704,190,RM,76.0,7630,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,Unf,0,Unf,0,360,360,GasA,Gd,Y,SBrkr,1032,780,0,1812,4,2,Gd,8,Typ,1,Po,Detchd,Unf,2,672,TA,TA,N,344,0,40,0,0,0,NoPool,MnPrv,None,0,5,2010,WD,Normal,140000,110,14,2,0,11.84939770159144,Basement,Garage
696,704,705,20,RL,70.0,8400,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712,Unf,0,761,1473,GasA,Ex,Y,SBrkr,1484,0,0,1484,3,1,Gd,7,Typ,0,NoFirePlace,Attchd,RFn,2,606,TA,TA,Y,0,35,0,144,0,0,NoPool,NoFence,None,0,5,2010,WD,Normal,213000,6,5,2,1,12.269047444691562,Basement,Garage
697,705,706,190,RM,70.0,5600,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,Hip,CompShg,VinylSd,Wd Shng,None,0.0,Fa,Fa,Slab,NoBsmt,NoBsmt,NoBsmt,NoBsmt,0,NoBsmt,0,0,0,GasA,Fa,N,SBrkr,372,720,0,1092,3,2,Fa,7,Mod,0,NoFirePlace,None,None,0,0,None,None,N,0,0,0,0,0,0,NoPool,NoFence,Othr,3500,7,2010,WD,Normal,55000,80,60,2,0,10.915088464214607,NoBsmt,NoGarage
698,706,707,20,RL,80.0,115149,Pave,NoAlley,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,Stone,351.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,1219,Unf,0,424,1643,GasA,TA,Y,SBrkr,1824,0,0,1824,2,1,Gd,5,Typ,2,TA,Attchd,Unf,2,739,TA,TA,Y,380,48,0,0,0,0,NoPool,NoFence,None,0,6,2007,WD,Normal,302000,36,5,2,1,12.618182296357007,Basement,Garage
699,707,708,120,RL,48.0,6240,Pave,NoAlley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,863,Unf,0,461,1324,GasA,Ex,Y,SBrkr,1324,0,0,1324,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2,550,TA,TA,Y,192,38,0,0,0,0,NoPool,NoFence,None,0,12,2009,WD,Normal,254000,3,3,2,1,12.445089546000673,Basement,Garage
700,708,709,60,RL,65.0,9018,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,728,728,GasA,Ex,Y,SBrkr,728,728,0,1456,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,400,TA,TA,Y,100,24,0,0,0,0,NoPool,NoFence,None,0,7,2007,New,Partial,179540,0,0,3,0,12.09815330331068,Basement,Garage
701,709,710,20,RL,71.0,7162,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,876,876,GasA,TA,Y,SBrkr,904,0,0,904,3,1,TA,6,Typ,0,NoFirePlace,Attchd,Unf,1,408,TA,TA,Y,0,0,0,0,0,0,NoPool,MnPrv,None,0,12,2008,WD,Abnorml,109900,42,42,1,0,11.607326140391713,Basement,Garage
702,710,711,30,RL,56.0,4130,Pave,NoAlley,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,270,GasA,Gd,Y,SBrkr,729,0,0,729,2,1,TA,5,Maj2,0,NoFirePlace,None,None,0,0,None,None,N,0,0,0,0,0,0,NoPool,NoFence,None,0,7,2008,WD,Normal,52000,73,5,1,0,10.858998997563564,Basement,NoGarage
703,711,712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Stone,TA,TA,Mn,Unf,0,Unf,0,859,859,GasA,Gd,Y,SBrkr,859,319,0,1178,2,1,TA,7,Typ,0,NoFirePlace,Detchd,RFn,1,384,TA,TA,N,68,0,98,0,0,0,NoPool,NoFence,None,0,1,2010,WD,Abnorml,102776,110,60,1,0,11.540307141711446,Basement,Garage
704,712,713,120,RL,40.0,4671,Pave,NoAlley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,767,Unf,0,461,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,472,TA,TA,Y,168,120,0,0,0,0,NoPool,NoFence,None,0,10,2008,WD,Normal,189000,20,19,2,1,12.14950229404178,Basement,Garage
